project_name,state,Latitude,Longitude,catchment_area_sq_km,catchment_outlet_lat,catchment_outlet_lon,commissioning_year,starting_year,installed_cap,dam_height,initial_cost,final_cost,planned_dur,actual_dur,seismic_zone,forest_area_div,dist_road,contract type,contract retendered,tunnel length,elevation,damlength,category,transmission line length cktkm,landowner_displaced,funder,glof_risk,source,catchment_source,n_construction_years,PRCPTOT_mean,PRCPTOT_max,PRCPTOT_p90,PRCPTOT_cv,PRCPTOT_trend,RX1day_mean,RX1day_max,RX1day_p90,RX1day_cv,RX1day_trend,RX5day_mean,RX5day_max,RX5day_p90,RX5day_cv,RX5day_trend,RX7day_mean,RX7day_max,RX7day_p90,RX7day_cv,RX7day_trend,SDII_mean,SDII_max,SDII_p90,SDII_cv,SDII_trend,R10mm_mean,R10mm_max,R10mm_p90,R10mm_cv,R10mm_trend,R20mm_mean,R20mm_max,R20mm_p90,R20mm_cv,R20mm_trend,R25mm_mean,R25mm_max,R25mm_p90,R25mm_cv,R25mm_trend,CDD_mean,CDD_max,CDD_p90,CDD_cv,CDD_trend,CWD_mean,CWD_max,CWD_p90,CWD_cv,CWD_trend,R95p_mean,R95p_max,R95p_p90,R95p_cv,R95p_trend,R99p_mean,R99p_max,R99p_p90,R99p_cv,R99p_trend,R30mm_mean,R30mm_total,R30mm_trend,R100mm_mean,R100mm_total,R100mm_trend
malana I,himachal,32.0628,77.2614,84,32.0628,77.2614,2001,1998,86.0,16,397.9160168,322,5.0,2.5,V,61*,24,IR,NO,3100,1878,305,large,24.23,0,BHILWARA,Medium/High (Elevation > 1500m),https://onemine.org/documents/design-and-construction-of-malana-hydroelectric-power-tunnel-india ; https://hpsdma.nic.in/index1.aspx?lsid=70&lev=2&lid=62&langid=1 ; https://cercind.gov.in/2025/ROP/23-TT-2023_201125.pdf ; https://www.lnjbhilwara.com/mpcl.html ; https://www.malanapower.com/mpcl-at-a-glance.aspx?AspxAutoDetectCookieSupport=1 ; https://indiawris.gov.in/wiki/doku.php?id=dams_in_himachal_pradesh ; https://energyinfratech.com/pdf/Malana.pdf ; https://hillpost.in/2013/06/hydro-projects-causing-degeneration-of-hill-ecology-cag-june-5-is-world-environment-day/84583/ ; https://www.bhilwaraenergy.com/hydro-power-generation/,Malana Power / env.clearance.nic.in (Malana nala catchment),4,1051.115285485983,1359.240879893303,1254.6787124991417,0.17566353868296972,-33.62514684597651,54.956515312194824,75.50466918945312,70.03594512939453,0.2462376361788919,-13.668093363444012,126.85060352087021,164.92274236679077,162.78597435951232,0.28591987270382907,-22.651952823003136,138.07702691853046,179.9943389892578,177.77303603291512,0.2853881828606299,-26.08729866643747,7.924529569568737,10.37588457933819,9.55982844376478,0.18596854819208428,-1.1132571709988848,32.25,44,40.1,0.22076016846353708,-1.1666666666666665,11.5,19,16.6,0.4101730926981132,-4.0,6.75,13,10.900000000000002,0.5580192286414579,-2.833333333333333,47.0,55,54.1,0.1627346653274293,-7.333333333333334,20.0,29,26.3,0.2761340254296815,2.6666666666666665,238.9759111404419,503.3598442077637,414.6289310455323,0.6721459732733401,-100.16606839497885,63.396921157836914,139.79185485839844,131.99304733276367,1.0104542619111556,-51.74759991963704,4.75,19,-0.8333333333333334,0.0,0,0.0
malana II,himachal,32.0914,77.2856,60,32.0914,77.2856,2011,2003,100.0,45,739.6134267,868.52,3.75,8.0,V,17.545,25,EPC,NO,5130,2513,,large,38,0,EPPL+ICB,Medium/High (Elevation > 1500m),"https://himachalservices.nic.in/economics/pdf/EconomicSurveyEng2014_15_A1b.pdf ; https://cdm.unfccc.int/Projects/Validation/DB/9IR6FF2PSZYKR6Q155EJSS9FE22BUL/view.html ; https://hpforest.gov.in/storage/files/1/pdf/CAMPA/CAT%20Plan/CAT%20Plan%20Malana-II%20HEP_compressed.pdf ; https://nationalcampa.nic.in/dashboard/APOPDF//66c31ad5bfe16.pdf ; https://aptel.gov.in/sites/default/files/2026-05/430%20of%202019%20%26%20Batch.pdf ; https://webapps.sgs.com/quality-network/full/100%20MW%20Malana%20-%20II,%20Hydro%20%E2%80%93%20Electric%20Power%20Project%20(Malana%20%E2%80%93%20II%20HEP)%20at%20Kullu%20district%20of%20Himachal%20Pradesh%20State,%20India,%20by%20Ms%20Everest%20Power%20Private%20Limited.pdf ;https://www.scribd.com/document/45100303/Traning-Report",CDM/UNFCCC docs / env clearance (Malana nala above Malana-II),9,984.6346171564526,1321.5324397087097,1316.3668880462646,0.22521920892766317,69.26075604707003,62.49057261149088,105.78221893310548,84.63890228271485,0.3347938817809053,3.494780608585904,121.46964889102512,155.21435546875,154.40487480163574,0.20957730895406174,6.441656911373139,133.31170205771923,193.6295747756958,162.19088319540023,0.21668976913257856,7.099603827297687,8.963494912979446,12.467287167063299,11.260627434283684,0.1801178115918683,0.49442746570789853,29.555555555555557,43,40.6,0.2596979855514367,2.4642857142857144,12.333333333333334,21,18.6,0.3544561364487568,1.4285714285714286,7.888888888888889,19,14.200000000000001,0.5868356804506946,1.0,48.22222222222222,94,82.0,0.4475268933199916,0.6,11.555555555555555,18,16.4,0.30008627950629296,-0.16666666666666666,252.04796494377985,556.5258674621582,471.14289169311525,0.5851923163988323,55.50875033651079,98.9802008734809,237.04252243041992,195.88203048706055,0.8753569345461734,23.671653032302856,5.333333333333333,48,0.6666666666666667,0.1111111111111111,1,0.0
sainj,himachal,31.7914,77.3011,313,31.7914,77.3011,2017,2010,100.0,24.5,478.5798995,775,4.0,7.0,V,47.99,0,EPC,NO-LD,6300,1752,48*,large,1.8,0,ADB,Medium/High (Elevation > 1500m),https://www.adb.org/sites/default/files/project-documents/41627/41627-043-emr-en_1.pdf ; https://hppcl.in/WriteReadData/userfiles/file/Environment%20Clearance%20Sainj%20HEP.pdf ; https://www.scribd.com/document/248309971/Sainj-Hydr ; ,ADB env monitoring report / HPPCL env clearance (Sainj R catchment),8,993.5650726407766,1488.1396429538727,1188.294839453697,0.2207137883265507,-45.66757547855377,51.093472957611084,84.02342224121094,79.44346160888672,0.35219306951049584,-1.4035050528390067,110.19251327216625,187.01038390398026,181.6053601205349,0.4030606521783772,-7.396331706643105,131.15536638349295,228.5932016372681,202.8593848466873,0.3960195050631716,-11.26671362916629,9.72353244177202,14.039053235413894,12.052106636771464,0.19949452661782663,-0.57325899330897,33.625,48,40.3,0.2274351751366904,-1.75,13.25,23,18.799999999999997,0.3574961381414418,-1.3666666666666667,8.875,20,13.7,0.5702051402816102,-1.6666666666666667,55.75,86,81.8,0.3547705920415872,-0.3333333333333333,12.5,22,17.099999999999998,0.3687817782917155,0.75,217.85833883285522,655.6414012908936,410.1733678817748,0.8667307859885869,-41.55291531880697,49.380929470062256,198.7359390258789,197.03882942199706,1.732094297540463,0.0,5.625,45,-0.9,0.0,0,0.0
uhl III,himachal,31.9542,76.8012,338,31.9542,76.8012,2021,1998,100.0,0,740.624238,1165,5.0,23.0,V,0,0,IR,YES,8400,890,0,large,20,,SG+PFC,Low/Unknown,https://npp.gov.in/public-reports/cea/monthly/transmission/tl/2023/DEC/trans1-2023-12.pdf ; http://www.ir.juit.ac.in:8080/jspui/bitstream/123456789/5227/1/Use%20of%20Construction%20Management%20Tools%20in%20the%20Tunneling%20Project%20of%20UHL-%20III%20%28100%20MW%29.pdf ; https://hptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&sp=SuvNwohawcM0r6jN%2By1BhLQ%3D%3D ; https://sandrp.in/2020/05/18/uhl-hydro-project-disaster-needs-independent-probe/ ; https://planning.hp.gov.in/plg_PlanFormulation/Annual_plan_2010-11.pdf ; https://environmentclearance.nic.in/writereaddata/Online/EDS/0_0_13_May_2025_1758283531ComplianceReportThanaPlaunHEP191MWHPPCL.pdf ; https://saiindia.gov.in/uploads/download_audit_report/2014/Himachal_Pradesh_Report_2_2014_Chap_2.pdf ;  https://www.scribd.com/presentation/713854359/Presentation-on-UHL-2 ; ,HPPCL / planning.hp.gov.in (Uhl R above Uhl III),24,1510.1373882591724,1943.5853345394135,1822.8535813450812,0.16107005686400153,-8.141285984139692,105.19956270853679,249.1043701171875,154.31849365234376,0.4326717065973554,0.3651231129964181,220.73734119410315,436.28626680374146,300.3288908243179,0.3503246646333345,0.1687573989232381,255.30795281690857,446.065637588501,324.0865990459919,0.3007229088496596,0.03944516057769457,14.072859965136885,17.596425889520084,17.168211715298007,0.14631774314146465,0.03948115544643771,46.458333333333336,64,56.4,0.16799573300949322,-0.1715686274509804,23.833333333333332,34,28.0,0.23350780219669928,-0.125,17.291666666666668,27,21.0,0.2583487657660207,0.0,53.458333333333336,93,81.4,0.3921598856443543,-0.9027777777777777,15.041666666666666,31,21.7,0.39865143563644345,-0.2857142857142857,420.0194330215454,910.031852722168,636.4151935577391,0.432908934316224,4.945385869344076,165.48498471577963,476.87528228759766,380.6373489379883,0.9122655647409311,2.3718416849772135,13.541666666666666,325,-0.15789473684210525,0.5416666666666666,13,0.0
tidong-1,himachal,31.5245,78.3564,313,31.5245,78.3564,2023,2003,150.0,8*,885.2500211,2100*,4.0,20.0,IV,32.17,15,MP,YES,8409,2663,64.5,large,57,0-LA,IFC+ADB+ICB,Medium/High (Elevation > 1500m),https://www.indiawaterportal.org/governance-and-policy/governance/power-play-kinnaur ; https://ewsdata.rightsindevelopment.org/files/documents/14/ADB-46919-014_OtWGQ8M.pdf ; https://www.nslpower.com/Executive_Summary_Tidong-1_HEP_03092011.pdf ; https://cea.nic.in/wp-content/uploads/hpm/2021/11/QPR_106_9th_NOV_.pdf ; https://www.scribd.com/document/141387478/Tidong ; ,ADB-46919 / IFC docs (Tidong Khad catchment),21,710.3369001490729,1157.0419952869415,964.5156217813492,0.35768745269266483,11.461006627551146,43.924185298738024,140.5696563720703,66.76409149169922,0.6318616265125429,0.8321638743082687,97.27718265283676,281.71851444244385,136.8691177368164,0.5802486425612648,1.2199576080791532,112.47782344974223,298.8437104821205,174.44407415390015,0.5493521057340756,0.9856944898409503,6.686145954574526,10.273683919819122,8.535536475941143,0.26578350082871083,0.10227080377340286,19.476190476190474,37,28.0,0.4441271669304466,0.5,6.190476190476191,20,13.0,0.8365892999583091,0.14835164835164835,4.142857142857143,14,10.0,1.0515828056535799,0.0,41.095238095238095,80,59.0,0.34795272266888905,0.08012820512820512,10.238095238095237,20,15.0,0.3847273623239111,0.0,124.19899331955682,585.5726928710938,344.9474334716797,1.2450068684624442,0.0,46.47347150530134,396.5422668457031,114.83163833618164,1.9086868950495557,0.0,2.5238095238095237,53,0.0,0.047619047619047616,1,0.0
pong,himachal,31.9631,75.9208,12561,31.9631,75.9208,1974,1961,396.0,133*,216.3460008,325,5.0,13.0,V,0,0,IR,NO,5017,435,1151,large,,20700,SG ,Low/Unknown,https://api.mountainscholar.org/server/api/core/bitstreams/c879b4b7-8c5d-4a5f-b3c0-455958591178/content ; https://indiawris.gov.in/wiki/doku.php?id=beas_unit_-_ii_pong_dam_major_irrigation_project_punjab_ji03099 ; https://bbmb.gov.in/pong-hi.htm,BBMB / Wikipedia (Maharana Pratap Sagar) — Beas above Pong,14,984.9641236918313,1489.1989855766296,1238.234675335884,0.2289465153129561,-4.450232761246817,50.99265480041504,83.80697631835938,73.89933090209962,0.30190556319261885,-0.46030698503766637,132.7371620450701,186.29041862487793,176.17639017105103,0.2624213314519357,1.9380060195922866,160.45112333978926,216.86745619773865,204.79897060394288,0.21121979808692173,2.792954206466675,9.011030742184488,12.307429632864707,10.590878114587175,0.15846850767922316,-0.004027210680165538,33.357142857142854,48,43.7,0.23891881547103178,0.25,12.214285714285714,22,16.700000000000003,0.3544168438479944,0.0,7.142857142857143,13,10.700000000000001,0.47581509013481277,-0.42857142857142855,56.714285714285715,84,76.2,0.2866007315341362,0.6363636363636364,26.428571428571427,67,44.50000000000001,0.5633563200287091,-0.4,216.95022773742676,532.369945526123,395.2844007492066,0.6718873594940588,-14.3624698638916,51.368054798671174,184.59722900390625,142.20630912780763,1.1522465722004542,0.0,4.5,63,-0.3333333333333333,0.0,0,0.0
dehar,himachal,31.4125,76.8642,12561,31.4125,76.8642,1977,1961,990.0,76.2,130.7145258,449,7.0,16.0,V,0,0,IR,NO,25460,896,255,mega,3751,,SG,Low/Unknown,https://moef.gov.in/uploads/2019/06/Report-CIAampCCS-of-Beas-sub-basin-in-HP_compressed-1.pdf ; https://bbmb.gov.in/dehar.htm,BBMB — Dehar uses Pong reservoir via Beas-Sutlej link; same Beas catchment,17,1103.7691476204816,1498.0127791166306,1369.4058878183364,0.1862336905597125,-10.299023500510625,47.39913222369026,69.3961181640625,65.5594367980957,0.24932170044643084,-0.9682831764221191,127.98783659934998,230.94284057617188,152.5429811000824,0.26921405935570164,-3.291793608665466,154.40631325104658,249.96130561828613,187.65705032348635,0.22924315008073684,-2.752542742093404,8.147844214558418,10.85516506606254,9.997895030938942,0.18016314684774087,-0.05779925747478067,37.0,55,46.8,0.2422697353619868,-0.2,10.764705882352942,20,17.4,0.46012097125728707,-0.2792207792207792,6.176470588235294,15,10.0,0.5856949280579733,-0.25,55.0,95,81.6,0.3385461782791508,2.1180555555555554,38.470588235294116,87,64.4,0.5073504173061893,-1.1,197.19644636266372,555.2139511108398,343.96276054382326,0.6663106830229649,-7.790973424911499,43.33316960054285,238.25233840942383,118.72940139770508,1.4468765950456433,0.0,3.4705882352941178,59,-0.08012820512820512,0.0,0,0.0
sawra kuddu,himachal,31.1278,77.7714,852,31.25,77.65,2020,2007,111.0,10.45,717.8482236,2081,5.0,13.0,IV,53,0,IR,YES,11365,1500,0,large,11.3,0-LA,ADB,Low/Unknown,https://cea.nic.in/wp-content/uploads/hpi/2026/04/In_Operation_HEPs__PSPs_as_on_30.04.2026-1.pdf ; https://forestsclearance.nic.in/DownloadPdfFile.aspx?FileName=0_0_121129121512131DetailaboutProject(CheckList-4).pdf&FilePath=../writereaddata/Addinfo/ ; https://www.adb.org/sites/default/files/project-documents/41627/41627-023%2C%2041627-033-emr-en_4.pdf ; https://www.adb.org/sites/default/files/project-documents/41627/41627-023%2C%2041627-033-emr-en_4.pdf ; https://static.pib.gov.in/WriteReadData/specificdocs/documents/2022/apr/doc202242145301.pdf;,HPPCL env docs (Pabbar R above Sawra Kuddu),14,1039.4564526506833,1424.6176933050156,1194.9471027374268,0.1421985075119668,-9.96301523844401,58.836198806762695,96.89320373535156,92.23648376464844,0.3835371159738745,-3.055572509765625,133.87584745458193,294.6654357910156,189.669703578949,0.4205632459726857,-5.398550055243752,151.91716402928745,319.0737065076828,203.3833453178406,0.3836831878074071,-7.573469807393849,9.3445397842685,12.719800833080496,11.634471910866825,0.17031838927944612,-0.2309759027396409,34.214285714285715,46,41.0,0.16796441825061112,0.0,12.5,21,15.700000000000001,0.2733913991749871,-0.4,7.714285714285714,18,10.0,0.48608906475580316,-0.45454545454545453,50.142857142857146,90,75.50000000000001,0.36933890998421015,-1.3,15.428571428571429,28,24.400000000000002,0.3985785787042756,0.1,278.101092338562,719.1513175964355,401.6914337158204,0.5882241563696886,-25.056238810221355,78.55127389090401,210.48607635498047,196.68239517211913,0.9862192617763177,-11.014630635579428,4.5,63,-0.5,0.0,0,0.0
kashang I,himachal,31.5911,78.2714,221,31.71,78.27,2016,2010,243.0,0,759.0169919,1319,4.0,6.5,V,63.5,5,SPLIT,YES,6300,2872,0,large,76,204,ADB,Medium/High (Elevation > 1500m),https://www.hppcl.in/content/602_5_KashangHEP.aspx ; https://www.adb.org/sites/default/files/project-documents//41627-043-ind-semr-05.pdf ; https://hpptcl.com/projects-commissioned-2/ ; https://www.hppcl.in/WriteReadData/userfiles/file/R%20and%20R/2018-3-Resettlement%20Plan%20IKHEP(1).pdf ; https://cag.gov.in/uploads/download_audit_report/2019/Chapter_2_Performance_Audit_Relating_to_Power_Sector_Undertakings_of_Report_No_3_of_2019_PSUs_Economic_Sector_Government_of_Himachal_Pradesh.pdf ; ,HPPCL env clearance (Kashang Khad catchment),7,802.9522065775735,1046.451140165329,1028.068674969673,0.2594217869718547,-54.14568543434143,66.4630423954555,185.0338287353516,112.32209777832037,0.7592962548078153,-1.666030883789059,126.5212881224496,318.63856875896454,213.87669949531562,0.6830873846534251,-11.539710968732834,145.9423234909773,324.4962219148874,245.65741239190106,0.5982974455633459,-3.657307744026184,8.313086570601754,12.919149878584308,10.811069385725776,0.30411174402821384,-0.2026616838751547,23.0,34,31.6,0.3335583001763367,-1.75,9.714285714285714,17,14.600000000000001,0.5094267081084933,-1.25,6.571428571428571,10,9.4,0.49381811702611084,0.0,45.0,75,60.60000000000001,0.3198324076128553,5.0,8.857142857142858,15,13.200000000000001,0.3930986324823852,-1.3333333333333333,222.5883889879499,657.8896217346191,440.9356170654298,0.9598220800826601,4.915410995483398,39.63313620431082,277.4319534301758,110.97278137207041,2.4494897427831783,0.0,4.571428571428571,32,0.0,0.14285714285714285,1,0.0
kutehr,himachal,32.4812,76.5328,1470,32.76,76.5,2025,2011,240.0,27,1817.966822,1856,6.0,14.0,V,72,0,EPC,YES,21200,1681,193,large,,30,CONSORTIUM,Medium/High (Elevation > 1500m),https://group.jsw.in/sites/default/files/assets/industry/energy/Kutehr-tender/Kutehr%20NIT_Lot_2_Final.pdf ; https://herc.gov.in/WriteReadData/Orders/IO20250827a.pdf ; https://www.indiaratings.co.in/pressrelease/81590 ; https://hpforest.gov.in/storage/files/1/pdf/CAMPA/CAT%20Plan/Kutehr%20Hudro%20Electric%20Project.pdf ; https://hppcb.nic.in/KutherSummary_Eng.pdf ; https://ejatlas.org/print/kuther-hydroelectric-project-hp-india,JSW Energy DPR (upper Ravi above Kutehr),14,1695.7068271211215,2352.989490866661,2195.8339205503466,0.2184764645088923,32.05957570672035,91.82739230564663,156.86602783203125,118.94601135253906,0.3104999665776143,4.225359598795573,190.75334725209646,287.0962619781494,245.28983201980594,0.26180989395121274,7.345785617828369,235.9488788551784,365.2434139251709,323.000741481781,0.2967593927459589,8.24740344285965,13.431913859598811,17.9617518386768,15.606765424600153,0.1743613127686641,0.1967364833650418,54.785714285714285,73,66.10000000000001,0.2234644061413,0.8333333333333334,28.071428571428573,44,35.7,0.2832210810176363,1.0,18.428571428571427,31,24.700000000000003,0.30949557794848265,0.2857142857142857,45.642857142857146,87,79.9,0.49078688359243533,0.7,17.5,30,26.500000000000007,0.3916028213372579,0.8,307.03723171779086,555.451976776123,543.906436920166,0.5820126232225195,18.236143112182617,102.4440531049456,392.5456848144531,223.0611671447754,1.1763717070868893,14.053778754340279,12.928571428571429,181,0.1111111111111111,0.6428571428571429,9,0.1
baspa,himachal,31.4422,78.2256,950,31.5267,78.3028,2003,1993,300.0,13,1124.8648,1612,5.0,10.0,V,49,0,EPC,NO,7.95,2539,61,large,56.7,0,CONSORTIUM,Medium/High (Elevation > 1500m),https://www.jswenergy.in/businesses/power-generation/baspa-ii-plant/ ; https://hpforest.gov.in/storage/files/1/pdf/CAMPA/CAT%20Plan/Basp%20Stage-II.pdf ; https://www.researchgate.net/publication/259086883_300_MW_Baspa_II-India's_largest_private_hydroelectric_facility_on_top_of_a_rock_avalanche-dammed_palaeo-lake_NW_Himalaya_Regional_geology_tectonic_setting_and_seismicity ; https://www.scribd.com/document/983529665/AKUMULACIJE-SEDIMENTACIJA-2#google_vignette ; https://documents1.worldbank.org/curated/en/957671468253830473/pdf/E14650vol-02.pdf ; https://www.powermin.gov.in/static/uploads/2025/08/43e59cec3c4fff5e2d9efae33b156a20.pdf,HBPCL / env clearance (Baspa R catchment),11,931.9764893163334,1281.027957201004,1270.9564328193665,0.28648358859147627,-65.30323702096939,46.57404916936701,77.1448974609375,62.387996673583984,0.32607019032426754,-1.7642440795898438,117.93460055914792,190.34235954284668,166.0787410736084,0.32742107844946033,-8.008906185626984,139.45231601866809,231.39922046661377,178.68106359243393,0.31031330941408103,-10.197792013486227,7.053288330047536,8.587543464995719,8.456568244731788,0.18354448431889178,-0.3465218158683392,27.90909090909091,46,43.0,0.4083760524600017,-3.6,8.454545454545455,14,13.0,0.5176947577294934,-1.0,5.2727272727272725,9,8.0,0.49910740779759066,-0.5714285714285714,46.63636363636363,75,71.0,0.37878007521862195,3.888888888888889,19.181818181818183,45,24.0,0.4688351346736011,-1.0,198.04723046042702,393.3578910827637,319.28978538513184,0.5669044840753299,-27.034159898757935,54.28488436612216,229.3941192626953,117.4124641418457,1.2561733528489656,-7.307270685831706,2.8181818181818183,31,-0.25,0.0,0,0.0
Ranjit Sagar Dam (Thein),himachal,32.4414,75.7311,8700,32.62,75.69,2001,1981,600.0,160,109.6381251,3800,9.0,20.0,IV/V,65.96,30,DEPARTMENTAL,NO,4000,540,617,mega,26,816,SG,Low/Unknown,https://www.scribd.com/document/37399636/Mi-Nip ; http://164.100.60.165/Meetings/NRPC_TCC/61NRPC/61NRPC_MN.pdf ;  https://cea.nic.in/wp-content/uploads/hpi/2025/07/In_Operation_Hydro_HEPs_as_on_31.07.2025.pdf ;  https://indiawris.gov.in/wiki/doku.php?id=ranjit_sagar_dam_hydroelectric_project_jh01087 ; http://himachalpr.gov.in/OnePressRelease.aspx?Language=1&ID=46606.,Punjab Irrigation Dept (irrigationapp.punjab.gov.in) — Ravi above Thein,21,1143.9128711223602,1907.0059195756912,1407.4774758815765,0.23634066152344657,-5.206630326743818,74.35381535121373,172.34092712402344,143.05322265625,0.5354976096317435,0.047218693627251125,171.01355915126345,451.32909393310547,364.6687548160553,0.6151141425032308,0.6654872256804278,200.05507919263272,456.12723475694656,424.8678026199341,0.5283598534680559,1.5765141058299277,10.100532457005208,16.025259828367155,11.350624805496585,0.2184055608409547,-0.020217105103934707,36.0,51,42.0,0.20012488752158278,-0.21825396825396826,14.952380952380953,26,21.0,0.31738668798219083,-0.059027777777777776,10.238095238095237,24,14.0,0.477464005648701,0.0,47.285714285714285,87,74.0,0.3907221683666206,0.6904761904761905,17.714285714285715,38,26.0,0.4112112510961923,0.13392857142857142,323.9660117739723,1167.7962036132812,528.2080001831055,0.8274857281814118,-3.892609788225843,120.55050986153739,655.6782608032227,355.7373275756836,1.5600887606374663,0.0,7.0476190476190474,148,0.0,0.38095238095238093,8,0.0
ghanvi,himachal,31.5328,77.7511,82,31.72,77.89,2000,1993,32.5,0,112.5576,173,3.0,7.0,V,12.48,5,IR,YES,1400,1943,0,small,,0,SG+PFC,Medium/High (Elevation > 1500m),https://webdocuploader.hpseb.in/uploader/download2.php?link=/portal/noti/A.A.R.%202010-11.pdf ; https://planning.hp.gov.in/plg_PlanFormulation/ANNUAL%20PLAN%202006-07.pdf ; https://documents1.worldbank.org/curated/en/360181468042340258/pdf/E14650VOL-03.pdf ; http://himachalpr.gov.in/OnePressRelease.aspx?Language=1&ID=594 ; https://hppcb.nic.in/Luhari_EIA.pdf ; https://hpaldc.org/TMR/gen/genSchemes.htm,HIMURJA / HP power sector docs (Ghanvi nala catchment),8,1207.2874039411545,1694.9794273376465,1551.6665453553198,0.27807634120002517,-52.31248489022255,78.04507827758789,165.23484802246094,116.91750183105468,0.4850406995224009,0.7282218933105469,172.21861616522074,248.75759887695312,232.67377281188965,0.27093005465572156,0.3918776412804921,195.22442973405123,271.475248336792,255.57289371490478,0.24457769179286634,2.996278723080953,10.014143485396787,12.632624948378837,11.814193001083082,0.19955441069128746,-0.079848336137426,36.875,50,47.9,0.325829549220253,-2.75,15.875,26,24.6,0.4436782547080569,-0.9523809523809523,10.875,19,16.2,0.4097826085051928,-0.6428571428571428,55.625,97,78.1,0.3583054283038791,0.07142857142857142,15.625,25,23.6,0.33856166351198125,-0.7,353.6529746055603,651.9394969940186,561.6214231491089,0.55765863358627,-14.265240669250488,104.18086814880371,238.33184814453125,198.89851036071775,0.765610785103477,4.619745254516602,7.375,59,-0.07142857142857142,0.125,1,0.0
