project_name,state,Latitude,Longitude,catchment_area_sq_km,catchment_outlet_lat,catchment_outlet_lon,commissioning_year,starting_year,installed_cap,dam_height,initial_cost,final_cost,planned_dur,actual_dur,seismic_zone,forest_area_div,dist_road,contract type,contract retendered,tunnel length,elevation,damlength,category,transmission line length cktkm,landowner_displaced,funder,glof_risk,source,catchment_source,n_construction_years,PRCPTOT_mean,PRCPTOT_max,PRCPTOT_p90,PRCPTOT_cv,PRCPTOT_trend,RX1day_mean,RX1day_max,RX1day_p90,RX1day_cv,RX1day_trend,RX5day_mean,RX5day_max,RX5day_p90,RX5day_cv,RX5day_trend,RX7day_mean,RX7day_max,RX7day_p90,RX7day_cv,RX7day_trend,SDII_mean,SDII_max,SDII_p90,SDII_cv,SDII_trend,R10mm_mean,R10mm_max,R10mm_p90,R10mm_cv,R10mm_trend,R20mm_mean,R20mm_max,R20mm_p90,R20mm_cv,R20mm_trend,R25mm_mean,R25mm_max,R25mm_p90,R25mm_cv,R25mm_trend,CDD_mean,CDD_max,CDD_p90,CDD_cv,CDD_trend,CWD_mean,CWD_max,CWD_p90,CWD_cv,CWD_trend,R95p_mean,R95p_max,R95p_p90,R95p_cv,R95p_trend,R99p_mean,R99p_max,R99p_p90,R99p_cv,R99p_trend,R30mm_mean,R30mm_total,R30mm_trend,R100mm_mean,R100mm_total,R100mm_trend
larji,himachal,31.7214,77.2258,5498,31.9014,77.13,2007,1988,126.0,26.5,291.0630535,1461,5.0,19.5,V,6.6,0,IR,YES,4400,930,100,large,15.4,0,SG+PFC,Low/Unknown,https://webdocuploader.hpseb.in/uploader/download2.php?link=/portal/petition/Larji_Petition_78_Rev.pdf ; https://cccorpn.com/portfolio/larji-hydro-electric-project-india/ ; https://www.researchgate.net/publication/382356797_Seismo-tectonic_model_of_the_Kullu-Larji-Rampur_window_NW_Himalaya_A_study_based_on_structural_analysis_seismicity_and_localized_stress ; https://hppwd.hp.gov.in/sites/default/files/documents/DM2015.pdf.pdf ;  ; https://www.hpforest.gov.in/storage/files/1/pdf/CAMPA/CAT%20Plan/Lariji.pdf ; https://forestsclearance.nic.in/DownloadPdfFile.aspx?FileName=0_0_21127122712151Jointinspectionreportmandiandkullu.pdf&FilePath=../writereaddata/Addinfo/ ; file:///C:/Users/User/Downloads/Larji_Petition_78_Rev.pdf,HPSEB / env clearance (Beas above Larji),20,1163.5282120049,1606.9884819984436,1442.1268258213997,0.17602161144284642,-16.80607968966166,54.50780878067017,117.56949615478516,70.70777282714846,0.3748209223660698,-0.5168169566563203,142.92422337532042,261.95049142837524,211.77675418853764,0.3662642727532509,-3.1558078951305815,160.9802911326289,267.64409470558167,233.74312513470653,0.32201389957892745,-2.708195168863643,8.251911900970597,10.572292644726602,10.10679032178077,0.14063118973329647,-0.02802792393316987,37.75,57,47.1,0.24204369393589395,-1.0,12.5,24,16.200000000000003,0.36088779419647876,-0.12698412698412698,7.3,15,13.100000000000001,0.5016392718794672,0.0,53.0,98,83.30000000000001,0.40357074785297053,0.0,27.1,76,38.90000000000001,0.5376448345427082,-0.95,271.68100891113284,625.3224487304688,500.0629917144777,0.5479469257600846,-1.9087962177064683,89.27695293426514,393.34339141845703,173.37770614624023,1.0364387915560682,-0.32054036458333335,5.0,100,-0.06787330316742082,0.05,1,0.0
tehri,uttarakhand,30.3786,78.4811,7293,30.378,78.482,2006,1978,1000.0,260,477.352734,8392,5.0,28.0,V,4705,0,IR+BILATERAL,NO,3660,816,575,mega,200,5291,CG+SG+USSR,Low/Unknown,https://lib.icimod.org/records/b8tjq-e8e90 ; https://www.google.com/search?q=Act+as+an+expert+Hydroelectric+Project+Data+Researcher.+Your+task+is+to+perform+a+deep+web+search+and+compile+a+highly+accurate%2C+verified+technical+profile+for+the+following+project%3A%0A%0AProject+to+Research%3A+tehri%0A%0A%0A%0AStrict+Source+Constraints%3A%0APrioritize+and+cross-reference+data+ONLY+from+highly+reliable+authorities%3A%0A1.+Central+Electricity+Authority+%28CEA%29+reports+or+hydro+executive+summaries+%28cea.nic.in%29%0A2.+PARIVESH+Portal+%2F+Ministry+of+Environment%2C+Forest+and+Climate+Change+%28parivesh.nic.in%29%0A3.+Owner%2FDeveloper+official+websites+or+Detailed+Project+Reports+%28e.g.%2C+NHPC%2C+SJVN%2C+NTPC%29%0A4.+Peer-reviewed+civil+engineering+research+papers+%28ResearchGate%2C+Elsevier%2C+Springer%29+no+wikipedia%0A%0APlease+output+the+gathered+data+in+a+single-row+Markdown+table+matching+these+exact+column+headers%3A%0A%0A%7C+project_name+%7C+state+%7C+installed_cap+%7C+dam_height+%7C+initial_cost+%7C+final_cost+%7C+planned_dur+%7C+actual_dur+%7C+rainfall+%7C+seismic_zone+%7C+forest_area_div+%7C+geological_prob+%7C+dist_road+%7C+contract_type+%7C+contract_retendered+%7C+tunnel_length+%7C+elevation+%7C+dam_length+%7C+category+%7C+transmission_line+%7C+landowners+displaced+%7C+funder+%0A%0AData+Formatting+%26+Rules%3A%0A-+state%3A+Indian+state+where+it%27s+located.%0A-+installed_cap%3A+Total+capacity+in+Megawatts+%28MW%29.%0A-+dam_height%3A+In+meters+%28m%29.%0A-+initial_cost+%26+final_cost%3A+In+INR+Crores+%28indicate+if+it%27s+an+estimate%29.%0A-+planned_dur+%26+actual_dur%3A+In+years.%0A-+rainfall%3A+Average+annual+rainfall+in+mm.%0A-+seismic_zone%3A+Roman+numeral+%28e.g.%2C+IV+or+V%29.%0A-+forest_area_div%3A+Total+forest+area+diverted+%28specify+Hectares%29.%0A-+geological_prob%3A+Short+summary+of+main+issues+%28e.g.%2C+%22yes-landslide%22%2C+%22shear-zone%22%2C+%22water-ingress%22%2C+or+%22no%22%29.%0A-+dist_road%3A+Distance+to+nearest+national%2Fstate+highway+or+major+road+%28km%29.%0A-+contract_type%3A+EPC%2C+Item+Rate+%28IR%29%2C+etc.%0A-+contract_retendered%3A+YES%2C+NO%2C+or+NO-LD+%28Liquidated+Damages%29.%0A-+tunnel_length%3A+Total+length+of+Head+Race+Tunnel+%2F+Tail+Race+Tunnel+in+meters+or+km.%0A-+elevation%3A+River+bed+or+crest+elevation+in+meters+above+mean+sea+level.%0A-+dam_length%3A+Crest+length+in+meters+%28m%29.%0A-+category%3A+Large%2C+Mega%2C+Small%2C+etc.%0A-+transmission_line%3A+Length+of+evacuation+lines+in+km.%0A%0AImportant+Note+on+Uncertainty%3A+%0AIf+a+value+is+provisional%2C+highly+debated+between+sources%2C+or+an+estimate%2C+mark+it+with+an+asterisk+%28*%29+and+provide+a+brief+footnote+explaining+the+discrepancy+below+the+table.+If+a+specific+field+cannot+be+verified+through+official+documentation%2C+leave+it+as+%27N%2FA%27.+Do+not+hallucinate+data.+provide+links+adjacent+to+all+your+data+for+every+data+colleceted+sources+are+most+important&sourceid=chrome&ie=UTF-8&aep=48&cud=0&qsubts=1781762312102&source=chrome.crn.obic&mstk=AUtExfASlX_L6ZWXA9Qw_PEU_0fLPfD-NgnKLoSHzSxdzwqkL4-ltK7ziydzc2lXS6FZcSVX1FLHdG4UGoe41aXP9KPBCQv7tbhBa-_dY04im4g3BRE9_bjdAepCFIc2x_XAZ2ldwn4lDGl0S3fHfzLcW9727KKrYz4CDQL_9MuFcZ9sJkIpq9rfuQmqjA0R9duzpbYC-v62KWMnvjszJw_U6X1t-MJjy2E6dePi31h9U6DznWODn_NGBJkcJw&csuir=1&udm=50 ; https://www.igs.org.in/time-capsule/geological-and-geotechnical-aspects-and-challenges-during-construction-of-the-tehri-hydropower-project ;  https://www.hydropower.org/sediment-management-case-studies/india-tehri ; https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&sp=SszHvQ7GjbD%2BAohbU9rYoZQ%3D%3D ; https://www.uttarakhandirrigation.com/design-main-designs-carried-out ; ,CWE Journal / THDC (CWC data) — Bhagirathi above Tehri dam,29,1351.2155954056773,2052.8765227794647,1612.0090601682662,0.1924366287781456,-1.3338095002704196,69.89852254144077,166.97007751464844,104.66000366210938,0.43555206700727683,0.06905713735842223,160.97457992157032,342.9964623451233,246.52865959107876,0.388915412784292,-0.07233613815860472,192.22616580668193,385.45522928237915,275.1432735443115,0.3388239413431018,-0.23450900405822767,10.537875705626037,15.67081315098828,12.980774552470342,0.18420503983234987,-0.004961778090634163,44.827586206896555,68,54.4,0.19127723923279716,-0.18181818181818182,17.93103448275862,33,25.0,0.33201910546011143,0.0,11.689655172413794,25,18.0,0.4351007449555703,0.05572755417956656,57.172413793103445,98,79.0,0.3311377629808655,0.6449579831932774,33.86206896551724,74,56.39999999999999,0.47824442900432973,-0.1213235294117647,298.0249583803374,810.3336601257324,572.5296936035156,0.6935974060548519,1.470270792643229,100.66895425730738,404.70772552490234,306.0454490661621,1.228221260198272,0.0,8.137931034482758,236,0.0,0.1724137931034483,5,0.0
koteshwar,uttarakhand,30.2814,78.6828,7691,30.43,78.53,2011,2000,400.0,97.5,1572.92587,2717,5.0,11.5,IV/V,87,0,IR,YES,593,612,300,large,38.55,0,CG+DEBT,Low/Unknown,https://www.researchgate.net/publication/338620616_Landslide_Risk_Mapping_of_Koteshwar_Reservoir_Rim_Region ; https://forestsclearance.nic.in/DownloadPdfFile.aspx?FileName=6111912131213LNJHGCBA.pdf&FilePath=../writereaddata/FormA/Wildlife/ ; https://www.researchgate.net/publication/377889924_Geological_and_Geotechnical_Problems_Encountered_during_Construction_of_Butterfly_Valve_Chamber_and_Penstock_Assembly_Chamber_of_Tehri_Pumped_Storage_Plant ; https://documents1.worldbank.org/curated/en/825981468044349058/pdf/502980PAD0P0960e0only0900BOX361487B.pdf ; https://www.researchgate.net/publication/349768071_Landslide_Susceptibility_Zonation_Mapping_Of_Koteshwar_Reservoir_Area_Using_Modified_Bis_Code_And_Ahp_Methods ; https://thdc.co.in/sites/default/files/2022-09/rehab-tehri.pdf;,Wikipedia citing THDC DPR — Bhagirathi above Koteshwar (below Tehri),12,1244.3909539282322,1719.3716996908188,1518.2439590334893,0.2020357242728637,19.934650245941047,70.33695443471272,150.34197998046875,82.19921417236328,0.4027071778033352,0.4541603088378906,155.01956009864807,244.16174793243408,196.7862259864807,0.2624354884544844,4.612416593233744,175.83648013540855,267.96362018585205,214.14019408226014,0.22426912806059154,4.594341308064759,10.494185563688633,14.448501678074107,11.757047461063435,0.1426448519888398,0.0714769592636303,40.833333333333336,54,52.2,0.19485254305763283,0.6875,17.0,25,23.9,0.33706104779747226,0.5357142857142857,12.0,20,17.700000000000003,0.36641405439646996,0.26136363636363635,55.583333333333336,98,78.9,0.3739690657990442,-3.5555555555555554,23.25,36,32.6,0.3141674690306753,0.05,325.1251947085063,758.9283103942871,449.9175022125244,0.5606122399632262,9.359651224953787,105.28505102793376,264.7142524719238,206.30333709716797,0.7923235517553003,-2.861408476396041,7.833333333333333,94,0.0,0.08333333333333333,1,0.0
dhauli ganga,uttarakhand,29.9744,80.6014,2157,30.068,80.542,2005,1996,280.0,56,617.7265222,1749,8.0,9.0,V,176.5,0,IR+SPLIt,NO,5395,1348,315,large,330,0,JICA,Low/Unknown,http://164.100.60.165/meetings/TEST/TEST29/TEST29_AG.pdf ; https://cercind.gov.in/2022/orders/284-GT-2020.pdf ; https://www.greentribunal.gov.in/sites/default/files/news_updates/1726633662.pdf ; https://www2.jica.go.jp/en/evaluation/pdf/2011_ID-P107_4_f.pdf,NHPC env clearance (Dhauliganga above Khet-Tawaghat),10,2421.379965531826,3647.4426995515823,3545.121425378323,0.3789447282697485,120.78154323498408,100.7199951171875,177.26593017578125,149.2817199707031,0.3688642912441551,7.1855926513671875,241.77620275020598,416.2953071594238,365.9994644165039,0.39965853106319077,20.039613246917725,288.8612163186073,523.4641628265381,451.4250952720642,0.43403179158216454,27.775687217712402,15.910651446257384,22.65492359969927,22.142849581364704,0.313066709678794,1.0853643214791653,74.1,104,101.3,0.2940886774428107,-0.125,39.8,68,59.9,0.48924701568585605,2.5,29.1,49,48.1,0.5507831054623612,3.0,48.8,87,62.69999999999999,0.31464094619129895,0.0,34.4,58,47.199999999999996,0.3642895394841986,1.0,725.031169128418,1731.8706512451172,1606.3017444610596,0.8549646196808146,106.04751205444336,228.16347122192383,773.9095306396484,735.1139358520508,1.2119107541356977,27.616063799176896,22.2,222,2.5,1.0,10,0.14285714285714285
tanakpur,uttarakhand,29.0714,80.1128,12792,29.075,80.11,1992,1984,94.2,26.3,198.6009821,379,5.0,8.0,IV/V,163.5,2,IR,NO,0,246,475,large,44.57,0,CG,Low/Unknown,https://uppcl.org/uppcl-pdf/PPA-Salal-Tanakpur-Chamera_070919.pdf ; https://www.nhpcindia.com/assests/pzi_public/pdf_link/6450a73eb860b.pdf ; https://cercind.gov.in/160606/76_2005.pdf ;  https://www.nhpcindia.com/assests/pzi_public/gallery/16889691701.pdf ; https://www.uttarakhandirrigation.com/tanakpur ; https://www.nhpcindia.com/welcome/project_detail/8/2.html;,NHPC / CWC Sharda basin data (Sharda/Mahakali above Tanakpur),9,1316.8027320570416,1811.6618304252625,1664.98145236969,0.23458952530713417,-56.28411199507259,116.67023849487305,208.4765167236328,181.68055725097656,0.4345684565250764,2.7556241353352866,254.38727037111917,419.6341052055359,365.91182126998905,0.384912466405261,4.40053454041481,284.04899484912556,426.1229782104492,422.7017750740051,0.367427751601001,2.3944602544818605,11.772357211499902,14.15922919874606,14.154732279907103,0.1783806861810092,-0.15467074977029985,36.888888888888886,49,41.800000000000004,0.19483086299754496,-0.4375,18.77777777777778,29,23.400000000000002,0.2968032237629456,-1.225,13.777777777777779,19,18.2,0.32418953616519,-0.875,55.666666666666664,90,78.8,0.28978571575000867,-2.25,20.333333333333332,29,27.4,0.2914162104037898,0.13095238095238093,390.0538092719184,756.9050331115723,623.1433540344239,0.4827544134370283,-29.479592296055383,153.11334906684027,342.64894104003906,312.64478454589846,0.7959963156427965,-4.6780750274658205,10.444444444444445,94,-0.7321428571428572,0.6666666666666666,6,0.0
maneri bhali ,uttarakhand,30.7325,78.4514,4693,30.8014,78.5014,2008,1976,304.0,39,4189.140207,1714,6.0,32.0,V,104.5,0,IR,YES,16000,1093,127,large,63,785,PFC,Low/Unknown,https://cag.gov.in/webroot/uploads/download_audit_report/2009/Uttarakhand_Performance_Audit_2009.pdf ; https://sbb.uk.gov.in/about-department/about-uttarakhand/ ; https://moef.gov.in/uploads/2017/06/Chapter%20F%20-%20Energy.pdf ;https://cdnbbsr.s3waas.gov.in/s3cf05968255451bdefe3c5bc64d550517/uploads/2025/04/2025043089272476.pdf ; https://cdnbbsr.s3waas.gov.in/s3cf05968255451bdefe3c5bc64d550517/uploads/2026/01/20260108183888341.pdf,CWE Journal / UJVNL (Bhagirathi above Maneri Bhali I dam),33,1432.6862928469975,2279.1385164260864,1664.902685880661,0.19225363826129857,2.104324125581318,65.86570098183371,165.85406494140625,100.33002014160158,0.4106749059180678,0.06455165461490028,157.16600209293944,351.4263381958008,227.59907903671265,0.3564089378696026,0.6188085291248102,189.75977919318458,392.3001651763916,263.7347059726715,0.3272457566447419,0.3155996865696377,10.470340574041593,16.515496495841205,12.383300511108573,0.17832020529756476,0.025634819089629564,49.21212121212121,76,56.0,0.181663813470134,0.0,19.636363636363637,39,27.8,0.36245397670726404,0.07692307692307693,12.909090909090908,26,19.8,0.434189815792969,0.07846153846153847,55.121212121212125,98,81.4,0.3682595741259113,0.16666666666666666,34.60606060606061,65,57.8,0.4076650035880267,-0.39230769230769236,303.4367694276752,868.4279747009277,566.67779006958,0.6684462942287531,4.996077075149074,98.79275767008464,538.0687866210938,238.07987976074222,1.1969748167182743,0.0,8.363636363636363,276,0.07417582417582418,0.18181818181818182,6,0.0
ramganga,uttarakhand,29.5214,78.7611,3134,29.535,78.988,1974,1961,198.0,128,15.60417212,172,10.0,13.0,V,,3,IR,NO,1262,365,630,large,73,0,SG,Low/Unknown,https://scholarsmine.mst.edu/cgi/viewcontent.cgi?article=1099&context=icchge ; https://www.uttarakhandirrigation.com/hydroelectric-projects-on-ramganga ; https://cea.nic.in/wp-content/uploads/2020/05/exe_summary-06-7.pdf ; https://cea.nic.in/wp-content/uploads/he___td/2025/03/Final_QPR_Oct_Dec24.pdf ; https://nmcg.nic.in/pdf/Ramganga_RBM_Plan-merged.pdf ; https://www.scribd.com/document/540147485/CASE-STUDY-RAMGANGA-DAM#google_vignette ; https://cea.nic.in/ ; https://ramganga.org.in/history-of-organization.php;,CWC / Upper Ganga Basin Org (cwc.gov.in) — Ramganga above Kalagarh,14,1081.269734791347,1550.6879239082336,1398.3924628138543,0.23903429763881465,-9.73446843624115,108.64476830618722,156.06829833984375,147.491862487793,0.2545855161186965,0.5455718994140625,214.16491637911116,343.38962519168854,291.69901142120364,0.2854019291068011,-2.7832608222961426,236.97550616094045,353.81549590826035,308.65900299549105,0.22235544386271502,-0.5785926952958107,14.665088466738016,18.460570522717067,17.87748047437319,0.19142173551247177,0.014303319539745476,30.214285714285715,45,38.0,0.2615580443965688,-0.2857142857142857,15.357142857142858,23,21.0,0.33075621762904234,0.0,11.928571428571429,18,16.700000000000003,0.3448706730534594,0.0,76.21428571428571,110,95.00000000000001,0.2163487378055554,1.75,12.714285714285714,24,17.700000000000003,0.36217441486036406,0.0,268.95812552315846,595.8574676513672,555.2969482421876,0.6233238721835342,7.423211839463976,67.19781276157924,264.10284423828125,155.24994049072265,1.2543032407699264,0.0,9.285714285714286,130,0.0,1.0,14,0.0
tiloth,uttarakhand,30.7411,78.4422,25920,30.128,77.86,1984,1973,90.0,39,18.79089828,79.34,5.0,11.0,V,,0,IR,NO,8630,1275,127,large,12,0,SG,Low/Unknown,https://moef.gov.in/uploads/2017/06/Chapter%20F%20-%20Energy.pdf ; https://cea.nic.in/wp-content/uploads/he___td/2025/03/Final_QPR_Oct_Dec24.pdf ; https://ujvnl.com/document/essd-maneri-dam-feb-2021-draft-25-2-2021.pdf ; https://moef.gov.in/uploads/2017/06/Chapter%20F%20-%20Energy.pdf ; https://ujvnl.com/document/tarrif-petitions-mb1-2018-annexure-1.pdf ; https://www.casemine.com/judgement/in/63940e209a341c7fcf9c5739 ; https://moef.gov.in/uploads/2017/06/Chapter%20F%20-%20Energy.pdf ; https://www.uttarakhandirrigation.com/maneri-bhali ; https://mospi.gov.in/sites/default/files/publication_reports/FR_Mar_2024.pdf,UJVNL operational data (Yamuna above Tiloth/Dakpathar),12,1127.023638933897,1708.9280017614365,1275.633860874176,0.19301414165437736,13.35636505484581,45.605247020721436,89.02596282958984,57.2921329498291,0.33090730915861993,-0.0921424388885506,110.07622080047925,220.20263671875,139.31834964752198,0.3449755638325265,-1.9300306379795074,133.78031157453856,227.88323259353638,157.88769016265869,0.24960293733726932,-2.401370108127594,7.442639177042307,11.469315448063332,7.934036004253577,0.18033861372636142,0.07440971934149446,37.5,58,45.7,0.23029771392056206,0.6833333333333333,8.916666666666666,21,11.9,0.5025048620100958,0.13392857142857142,5.583333333333333,17,7.800000000000001,0.6719733841486825,0.0,46.083333333333336,69,66.8,0.30269216824200723,-1.3095238095238095,50.0,99,70.10000000000001,0.4082482904638631,-3.988095238095238,199.63898833592734,716.197416305542,253.54062900543215,0.8146207678108248,1.2684238297598702,52.024187088012695,379.89014434814453,57.2921329498291,1.953498784891472,0.0,3.0833333333333335,37,0.0,0.0,0,0.0
vyasi,uttarakhand,30.5214,77.8711,24780,30.358,77.97,2022,2013,120.0,86,152.3518679,1307,5.75,8.6,IV,768.155,0,EPC,YES,2700,631,204,large,71,335,PFC,Low/Unknown,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1544111&reg=48&lang=2 ; https://cea.nic.in/wp-content/uploads/hepr/2022/03/State_Power_3.pdf ;  https://parivesh.nic.in/utildoc/22300132_1699353939812.pdf ; https://ujvnl.com/document/Petition%20for%20approval%20of%20Provisional%20Tariff%20for%20Vyasi%20Hydro%20Power%20Project%20(2x60%20MW)_18.10.2022.pdf ; https://cdnbbsr.s3waas.gov.in/s35679fb79d04e9ed91e292858c54df4e8/uploads/2025/10/20251013426679284.pdf ; https://environmentclearance.nic.in/DownloadPfdFile.aspx?FileName=yp66tKwguLNoYWTKbeDynqS8T5qyTBXcxQDKGxgKiwXPg8Q4+5sFQ7qSIrSxOsj6&FilePath=93ZZBm8LWEXfg+HAlQix2fE2t8z/pgnoBhDlYdZCxzWF1OLE6RXe5MiAhSH8vdQ1 ; https://ptcul.org/transmission-lines-completed-project ; https://www.uttarakhandirrigation.com/lakhwar-vyasi-project ; https://parivesh.nic.in/utildoc/22300132_1699353939812.pdf ; https://www.pfcindia.co.in/ensite/Home/VS/4;,UJVNL DPR (Yamuna above Vyasi/Juddo),10,1154.1542294502258,1550.8672633171082,1277.840118896961,0.1403386587550636,19.610375499725343,59.619416046142575,121.26455688476562,77.22410278320311,0.38685952038215315,-2.4284103393554686,142.42451310157776,269.2448196411133,181.13048059940334,0.32478844063263623,-3.8017617225646974,161.43048259019852,284.86233139038086,204.18909504413602,0.28622758410031274,-5.523018995920817,8.674912224169665,11.320199002314657,9.976296464161976,0.12924328119640158,-0.042357329689740375,36.8,54,42.3,0.18462269295068512,0.8,13.9,19,16.299999999999997,0.21207774061847015,0.0,8.1,13,11.2,0.3423561635521494,0.0,46.5,80,77.3,0.39528379346123804,0.3333333333333333,31.6,44,42.2,0.25085976180514447,0.14285714285714285,246.489422416687,552.3832015991211,362.8825803756713,0.49921598547367474,-11.967278798421225,62.25219039916992,198.30725860595703,140.2488746643066,1.1080128952483672,-14.994302749633789,5.1,51,-0.3333333333333333,0.1,1,0.0
madhyamaheshwar,uttarakhand,30.6412,79.1311,73,30.58,79.19,2023,2012,15.0,3.5,95.03867191,114.5,4.0,11.0,V,4.85,0.5,TURNKEY,YES,298,1823,21,small,14,0,UJVN,Medium/High (Elevation > 1500m),https://nmcg.nic.in/writereaddata/fileupload/ngtmpr/1_Uttarakhand%20-%20MPR%20Feb%202025.pdf ; https://www.scribd.com/doc/205672765/MM-layout ; https://ujvnl.com/tenders-archieve ; https://ujvnl.uk.gov.in/operational-plants/ ;,UJVNL SHP data (Madhyamaheshwar R catchment),12,1572.097321420908,2006.712076306343,1893.4996399641038,0.1861738832032162,18.98183288425207,77.4215259552002,103.7229232788086,95.71324234008789,0.19764252102150012,0.5205841064453125,169.04257146269083,223.7970781326294,218.64233798980715,0.19197399683379487,-1.4981224056747224,205.39926270892224,276.6235866546631,254.4410749912262,0.20389093954139356,-4.2851893795861145,12.70821037647248,16.754626943354022,16.079058419532313,0.16842599098223293,-0.002512358543212991,52.75,65,61.9,0.1663725383212428,1.4652777777777777,25.333333333333332,38,34.5,0.278344681596134,0.0,17.666666666666668,30,28.200000000000003,0.3806460566383399,0.30952380952380953,51.583333333333336,80,76.4,0.2898701970162689,-1.1111111111111112,22.083333333333332,47,27.0,0.3932321724806277,0.8785714285714286,486.0644515355428,899.3230209350586,782.8371978759766,0.43508721714701254,-0.3788845062255859,173.52235253651938,411.1219291687012,291.610705947876,0.6430570276811541,-4.326865877423968,12.333333333333334,148,-0.0625,0.08333333333333333,1,0.0
