project_name,state,Latitude,Longitude,catchment_area_sq_km,catchment_outlet_lat,catchment_outlet_lon,commissioning_year,starting_year,installed_cap,dam_height,initial_cost,final_cost,planned_dur,actual_dur,seismic_zone,forest_area_div,dist_road,contract type,contract retendered,tunnel length,elevation,damlength,category,transmission line length cktkm,landowner_displaced,funder,glof_risk,source,catchment_source,n_construction_years,PRCPTOT_mean,PRCPTOT_max,PRCPTOT_p90,PRCPTOT_cv,PRCPTOT_trend,RX1day_mean,RX1day_max,RX1day_p90,RX1day_cv,RX1day_trend,RX5day_mean,RX5day_max,RX5day_p90,RX5day_cv,RX5day_trend,RX7day_mean,RX7day_max,RX7day_p90,RX7day_cv,RX7day_trend,SDII_mean,SDII_max,SDII_p90,SDII_cv,SDII_trend,R10mm_mean,R10mm_max,R10mm_p90,R10mm_cv,R10mm_trend,R20mm_mean,R20mm_max,R20mm_p90,R20mm_cv,R20mm_trend,R25mm_mean,R25mm_max,R25mm_p90,R25mm_cv,R25mm_trend,CDD_mean,CDD_max,CDD_p90,CDD_cv,CDD_trend,CWD_mean,CWD_max,CWD_p90,CWD_cv,CWD_trend,R95p_mean,R95p_max,R95p_p90,R95p_cv,R95p_trend,R99p_mean,R99p_max,R99p_p90,R99p_cv,R99p_trend,R30mm_mean,R30mm_total,R30mm_trend,R100mm_mean,R100mm_total,R100mm_trend
singoli bhatwari,uttarakhand,30.4914,79.0511,1324,30.598,79.108,2020,2008,99.0,24.5,873.6062168,1696.93,4.0,12.0,IV,16.81,0.2,EPC,NO,11.89,12945,127,large,91.47,194,RENEWJAL,Medium/High (Elevation > 1500m),https://www.powermin.gov.in/static/uploads/2025/08/92b258b7c181f23a14b7fa4ee8e9f042.pdf ; https://environmentclearance.nic.in/writereaddata/modification/previousTOR/210420173X10Q5LRFORM.pdf ;  https://cea.nic.in/wp-content/uploads/ptcc_route_app/2020/07/UTR-26.pdf ; https://cea.nic.in/wp-content/uploads/hpi/2026/04/In_Operation_HEPs__PSPs_as_on_30.04.2026-1.pdf ; https://ptcul.org/document/business_plan_of_ptcul.pdf ;  https://www.cercind.gov.in/2024/orders/478-TT-2020.pdf,L&T / env clearance (Mandakini above Singoli Bhatwari),13,1095.7807448277106,1616.868017077446,1347.4491507053376,0.21744382307895868,-32.58295074105263,68.35489302415114,138.85179138183594,92.33321533203126,0.37692982119618856,-2.2529633839925127,145.52976373525766,248.27159214019775,219.61333255767826,0.32847396420888686,-5.747975561353895,167.51675588121782,274.1694241762161,247.87775242328647,0.3146939566282781,-6.2661178186535835,10.934396045339279,14.566378532229242,13.98816848746992,0.18430012629171352,-0.2229736146819846,35.46153846153846,56,42.800000000000004,0.23217506568780308,-0.5357142857142857,16.0,23,22.400000000000002,0.2718791445307441,-0.5,10.923076923076923,16,16.0,0.3687613369460858,-0.5357142857142857,57.84615384615385,90,82.6,0.3237588166981235,1.1214285714285714,13.076923076923077,28,19.400000000000002,0.4493748059949242,-0.7142857142857143,298.0861402658316,610.4470710754395,533.6510139465332,0.5479940947016192,-24.13042132059733,89.0953615628756,355.58544540405273,232.79026031494143,1.3106663692330236,-6.9928031921386715,8.153846153846153,106,-0.5,0.07692307692307693,1,0.0
Tapovan Vishnugad,Uttarakhand,30.4925,79.6311,3100,30.578,79.62,2025,2010,520.0,22,4080.118084,7000*,5.0,15.0,V,157,2,EPC,YES,12000,1800*,200*,Mega,50*,52*,ADB/NTPC,High (History/Prone),https://ntpc.co.in/power-generation/hydro-stations,NTPC DPR via Power-Technology.com (Dhauliganga above Tapovan),15,1557.0223857402802,1960.9372022151947,1887.9877628803254,0.15716122715789116,20.145752449830372,80.42723897298177,187.1902008056641,119.89778442382811,0.4638066393611274,-2.866710662841797,180.6580295443535,328.11077880859375,268.60992918014523,0.3115845521764996,-1.918526291847229,218.97862656836708,351.0320816040039,316.2361021518707,0.25427180314439246,-1.0152780711650848,12.096304177164784,16.067878633464147,14.671281088820583,0.15207362360647278,-0.11096410344641038,52.666666666666664,65,65.0,0.17671720266117727,0.8,24.6,34,32.2,0.24062843230810965,0.16666666666666666,16.866666666666667,28,23.6,0.2990922436741915,0.2,50.333333333333336,83,76.2,0.35344638267132733,-1.8333333333333333,28.533333333333335,53,40.4,0.3383093663440328,1.4444444444444444,548.4676005045573,974.6461067199707,833.8081424713134,0.37560106090440126,-1.1302173137664795,214.135942586263,460.21926498413086,407.31249237060547,0.5857271261227951,-10.078407287597656,10.933333333333334,164,0.0,0.26666666666666666,4,0.0
Vishnugad Pipalkoti,Uttarakhand,30.4311,79.4325,12100,30.4758,79.4317,2026,2016,444.0,65,2847.769777,3860,5.0,10.0,V,80,1,EPC,NO,13400,1260*,114*,Large,30*,265,WB,Low/Unknown,https://thdc.co.in/en/projects/hydro/vishnugad-pipalkoti-he-project,THDC DPR / World Bank (Alaknanda above Vishnugad Pipalkoti),9,1283.6738906701405,1501.747730731964,1385.9759260177614,0.07826091696973506,-3.111645448207855,51.15513949924045,119.74386596679688,63.42513122558595,0.48564016914059926,0.22091655731201057,119.76075831055641,174.11444473266602,157.51288070678712,0.2197727241776825,1.0488588064908981,145.04857651392618,189.50829601287842,175.69684886932373,0.15948574994208656,-0.9231579417274112,9.126625593037883,10.750586020846328,10.322893970057505,0.10148903064465856,-0.023828887078280746,45.22222222222222,50,49.2,0.085819406371366,0.26785714285714285,14.777777777777779,21,19.4,0.25475299768567544,0.1,9.333333333333334,15,13.4,0.41954786158824037,-0.1,52.77777777777778,86,81.2,0.3947017528263721,-4.9,39.0,62,54.800000000000004,0.32116742270181087,-0.04166666666666667,314.9995409647624,510.2532329559326,487.9093364715576,0.45376485782572684,1.0524213314056396,68.4817869398329,253.62340927124023,128.46048202514652,1.0570392052302382,-0.12379217147827148,4.777777777777778,43,-0.14285714285714285,0.1111111111111111,1,0.0
Shrinagar,Uttarakhand,30.2214,78.8028,7589,30.2214,78.7917,2015,2005,330.0,90,1870.7666,4500,6.0,10.0,IV,330,0,EPC,YES,0*,600*,248,Large,20*,350*,CONSORTIUM,Low/Unknown,http://www.gvk.com/ourbusiness/energy/energy.aspx,GVK env clearance (Alaknanda above Shrinagar),11,1196.3890747373755,1689.865690112114,1384.295455813408,0.20418310038984552,-3.6862924695014954,79.26369927146219,158.4005584716797,119.63632202148438,0.4059899195055464,1.4582049051920574,172.4599976756356,272.9304552078247,248.99450016021729,0.31877768344737467,5.337896943092346,190.3837203654376,281.7550382614136,270.49961948394775,0.2794388465467167,5.018643670611912,10.902282888871648,14.954563629310742,11.632734922801747,0.13453640267801834,-0.010584546767684463,38.09090909090909,52,45.0,0.17996556106452366,-0.8,16.545454545454547,26,20.0,0.2791944179321428,-0.25,11.181818181818182,19,15.0,0.30937069252748695,0.0,50.63636363636363,83,59.0,0.24798989802272187,2.3333333333333335,22.636363636363637,32,32.0,0.3296599255619459,0.3333333333333333,331.7476237903942,702.0891380310059,475.0766181945801,0.4828212859663049,5.671240488688151,87.20977089621805,226.15553283691406,210.46368408203125,0.9457411425680683,0.0,8.363636363636363,92,0.0,0.18181818181818182,2,0.0
Naitwar Mori,Uttarakhand,31.0614,78.0525,1768,30.9867,78.2517,2023,2017,60.0,30.5,680.4,1100,4.0,6.0,IV,45,5,EPC,NO,4300,1400*,50*,Large,37,12*,PFC+SJVN,Low/Unknown,https://sjvn.nic.in/index.php/en/naitwar-mori-hps,SJVN DPR (Tons R above Naitwar Mori),7,1124.451332773481,1464.2546812295914,1327.310266160965,0.14739225801701944,48.59352603554726,61.50941440037319,95.75325775146484,82.43569488525391,0.3222356415641581,4.439187622070312,150.513519687312,335.743709564209,242.33236126899726,0.5375854927367388,14.001879930496216,165.39485830600773,352.87232732772827,274.6302259922028,0.5260661019897449,18.26325949281454,9.575983164380963,12.958006028580455,11.6319710520333,0.18354720978117742,0.7704899634748346,38.714285714285715,48,45.6,0.15845690445449365,2.6,13.714285714285714,17,16.4,0.17738944131173334,0.5,9.0,16,13.000000000000002,0.3894553697265174,1.0,44.57142857142857,73,67.0,0.3837329620886039,-2.0,16.142857142857142,32,25.400000000000006,0.4484552020998205,0.5,267.0493368421282,600.741886138916,452.0530895233155,0.6437480780789375,51.301547050476074,94.78077806745257,455.0773010253906,226.16531219482437,1.5889578867002576,12.422848510742188,5.857142857142857,41,1.0,0.0,0,0.0
Lata Tapovan,Uttarakhand,30.4914,79.7111,3350,30.7267,79.6783,2026,2016,171.0,35,1766.459563,2500,5.0,10.0,V,46,2,EPC,NO,7500,2000*,80*,Large,15*,10*,NTPC,High (History/Prone),https://ntpc.co.in/power-generation/hydro-stations,NTPC env clearance (Dhauliganga above Lata Tapovan),9,1629.3691557645798,1960.9372022151947,1838.8625119686128,0.10301485427666844,5.241153657436371,64.21478017171223,129.94387817382812,79.21827392578126,0.36779579127421497,0.28893537521362395,163.76992683940463,247.59222030639648,188.43017196655273,0.1977088042239271,0.4039582808812459,205.18775860468546,286.7744827270508,236.9835304260254,0.1594875218558944,-0.7293227740696498,11.776459395614692,14.10746188644025,13.88273671261895,0.1281321686538017,0.0946120602143612,56.55555555555556,65,65.0,0.09795639184532738,-0.25,25.0,31,29.4,0.18571184369578828,0.0,17.0,24,23.2,0.2252769665309031,0.1,46.0,79,73.4,0.4076046698673981,0.625,33.55555555555556,53,44.2,0.278539613838584,1.2,547.2818012237549,839.9310894012451,827.6851955413819,0.36010872359624385,14.808114733014788,172.48266050550671,396.441349029541,305.91747512817386,0.6060123286253687,8.66243839263916,11.444444444444445,103,0.0,0.2222222222222222,2,0.0
Lakhwar,Uttarakhand,30.5228,77.9214,2912,30.7517,78.1033,2027,2017,300.0,204,4456.1976,5747,6.0,10.0,IV,768,1,EPC,YES*,3000*,650*,350*,Mega,40*,200*,CG+SG,Low/Unknown,https://ujvnl.com/document/corri3-eio12-27-5-2019.pdf,UJVNL DPR / CWC (Yamuna above Lakhwar dam near Lohari),8,1620.4751234203577,1995.0140351057053,1797.6391327261924,0.10981949057210284,33.57926646868388,92.4806170463562,133.5799560546875,119.16873703002929,0.2626469651273201,3.717533792768206,211.93602810800076,449.5363578796387,287.8254342317581,0.44007415321395094,-1.583429672888347,251.54066722560674,492.4529809951782,343.43507566452024,0.3873222882468688,4.179097652435303,13.718319044932208,16.906898602590722,16.492402173105607,0.145128970035583,0.36891023038213944,50.5,62,57.8,0.11025275966000042,1.7321428571428572,25.125,32,29.2,0.1468293986405344,0.8452380952380952,18.375,21,20.3,0.11198692267451925,0.3333333333333333,58.125,85,80.8,0.33053280720690037,3.75,22.375,31,30.3,0.2947159036672621,1.5833333333333335,447.1881408691406,751.9837608337402,632.2259517669678,0.38050839271540915,-1.0895837148030598,214.74820232391357,398.8065490722656,341.91405868530273,0.573117447909545,5.612277984619141,14.5,116,0.4,0.625,5,0.0
Kishau,Uttarakhand,30.6314,77.8125,4595,30.6667,77.8833,2028,2018,660.0,236,10600.0,12000*,8.0,10.0,IV,2000*,10,EPC,NO*,2000*,800*,500*,Mega,50*,500*,CG+SG,Low/Unknown,https://ujvnl.com/tenders/tenders/tender_10272.pdf,UJVNL DPR (Tons R above Kishau),7,1510.0971673556737,1940.4182710647583,1731.2968529462814,0.13612115885100273,52.15473347902298,83.84430694580078,132.01255798339844,113.77947387695312,0.31827068332806785,5.664415995279948,197.581812109266,444.48031997680664,310.04500379562387,0.5342480079873551,6.484583377838135,234.5494503378868,484.25615406036377,351.96884959936153,0.4674214032478334,12.615334272384644,12.255095834408895,15.905067795612773,14.8899694800342,0.16234859956827893,0.7488135107228014,48.142857142857146,56,53.6,0.10321974558413106,2.0,22.571428571428573,28,27.4,0.1832166433687358,1.5,14.857142857142858,19,19.0,0.21110094615480912,1.0,51.42857142857143,75,72.6,0.3429627629789034,8.0,28.285714285714285,53,39.80000000000001,0.3889872629084789,3.25,367.89159556797574,779.7089729309082,592.8077850341798,0.5808983893951526,38.86904652913412,148.2571258544922,401.04931640625,297.01608123779306,0.832762471457759,25.20730133056641,10.714285714285714,75,0.6,0.42857142857142855,3,0.0
Phata Byung,Uttarakhand,30.5611,79.0414,1125,30.5367,79.1683,2025,2013,76.0,26,506.877733,800,5.0,12.0,V,25,1,EPC,YES,3000*,1600*,60*,Large,15*,5*,LANCO+BANKS,Medium/High (Elevation > 1500m),https://cea.nic.in/hydro-project-monitoring-division/?lang=en,Lanco env clearance (Mandakini above Phata Byung),12,1190.0951304336388,1411.091129541397,1348.9887172341348,0.11877329563194107,15.685313805937767,59.522215843200684,106.87744903564452,81.25589599609376,0.3085970923262151,-0.8623991012573242,135.85925016800562,266.3366198539734,171.6150115966797,0.3562041435542065,-1.0735164721806845,155.40939256797233,290.8861413002014,196.48214330673218,0.33339165346504485,-1.8298936069011686,9.9840635707356,12.828101177649064,12.523759199480176,0.1485034033609918,-0.0503823320757725,39.416666666666664,46,45.8,0.12996526756282184,0.6333333333333333,16.166666666666668,23,22.6,0.26222881117478153,0.0,10.083333333333334,18,15.0,0.403776314059706,0.05555555555555555,55.75,86,80.2,0.29593015160352315,-0.05555555555555555,21.916666666666668,46,27.0,0.4099945537767052,0.0,296.38396151860553,529.5772132873535,448.50546607971194,0.45647521693118437,-2.519805145263672,68.21955172220866,213.37658309936523,191.36224136352538,1.1364517777049408,0.0,7.083333333333333,85,0.0,0.08333333333333333,1,0.0
Chibro,Uttarakhand,30.5514,77.8025,4775,30.5533,77.7733,1975,1965,240.0,59.25,233.28,500,6.0,10.0,IV,100*,5,IR,NO*,6200,652,155,Large,20*,100*,SG,High (History/Prone),https://ujvnl.com/document/tarrif-petitions-chibro-2018.pdf,UJVNL operational data (Tons R above Ichari/Chibro),11,1456.805063843727,2061.5292724370956,1912.8475250005722,0.26636327480987354,-92.72587266233232,84.88413169167258,152.95191955566406,137.1112518310547,0.3751715872830437,-7.662518692016602,213.1324000954628,428.96543884277344,305.7186942100525,0.4531308090097404,-27.281750679016113,256.2898435104977,523.6848411560059,356.93842005729675,0.4401214416316885,-30.574043130874635,13.251913034508844,18.938438810864273,18.913112591166016,0.2556905232610206,-1.0901182815698864,45.36363636363637,58,54.0,0.1926976413826953,-1.375,20.727272727272727,30,29.0,0.34795935912804743,-1.6666666666666667,15.181818181818182,24,22.0,0.40586259168456396,-1.75,62.18181818181818,85,81.0,0.1970595373742017,1.7142857142857142,27.727272727272727,51,37.0,0.3323626464911262,-0.6,444.8977851867676,1088.7745513916016,877.9030647277832,0.7404865188341812,-98.46262741088867,182.34471130371094,589.8132934570312,391.57730865478516,1.0903240185695737,-54.1796875,11.818181818181818,130,-1.5,0.18181818181818182,2,0.0
Khodri,Uttarakhand,30.5014,77.7911,18040,30.365,77.8433,1975,1967,120.0,0,116.64,300,4.0,8.0,IV,50*,5,IR,NO*,6000,500*,0,Large,10*,20*,SG,Low/Unknown,https://ujvnl.com/document/tarrif-petitions-khodri-2018-annexure-1.pdf,UJVNL — Khodri uses Yamuna; catchment = Yamuna above Dakpathar,9,1142.0557596551048,1471.9125527143478,1429.6373160123826,0.19976556870391454,-44.40180676430464,54.38750881618924,71.273681640625,69.159130859375,0.189542630763023,-2.518519163131714,149.9860030280219,219.369215965271,189.7343152999878,0.2546781388144174,-11.275981704394024,184.36985609266492,247.32381057739258,232.24704666137697,0.2201521770653726,-13.570565802710398,8.80921975289724,10.822886417017264,9.78373705165522,0.12898365131462933,-0.35914636549472,38.0,54,51.6,0.2715050445709151,-3.0,13.222222222222221,18,18.0,0.2710002604470101,-1.0625,9.0,14,12.4,0.35908739684565405,-1.0,62.888888888888886,85,80.2,0.19667731519541692,1.5238095238095237,43.666666666666664,74,58.0,0.34663549739672456,-1.3666666666666667,256.3317805396186,549.7366199493408,396.41000404357914,0.5494363099998688,-34.928242206573486,40.73210906982422,184.89939880371094,91.88427429199221,1.4259174986553325,-4.383127689361572,6.0,54,-0.9166666666666667,0.0,0,0.0
chilla,uttarakhand,29.9714,78.2211,23100,30.1142,78.2658,1980,1973,144.0,7,15.0,97.76,6.0,7.0,IV/V,0,1,IR,NO,14300,249,565,Large,,0,SG,Low/Unknown,"Barrage on Ganga at Rishikesh, very low head 33m, well-documented. Initial cost Rs15cr est, final Rs97.76cr per Irrigation Dept. Planned 6yr, actual 7yr.",UJVNL / CWC — Chilla draws from Ganga+Alaknanda+Bhagirathi at Rishikesh,8,1011.0958337932825,1592.893199801445,1272.5108730912207,0.26061359673044343,5.014546912908554,59.152873039245605,114.5959930419922,87.47443237304687,0.39830594934644686,-0.49935177394321983,142.15574572235346,231.73436814546585,184.21954845786092,0.27118611000215226,-1.346324841181437,165.7511107698083,235.75344735383987,192.70671324133872,0.17682773255628897,-2.2973273754119874,8.892366850678807,13.385657141188613,10.986249012100332,0.20605747776860828,-0.021125336308632114,31.875,47,40.699999999999996,0.24922795051663763,0.07500000000000001,11.25,20,17.9,0.43941599851744867,-0.475,7.375,18,11.7,0.5907940697604533,-0.41666666666666663,67.25,84,82.6,0.1922691530258104,-0.9642857142857143,46.0,97,70.39999999999999,0.5241114544017911,-2.95,243.47298216819763,721.6994781494141,417.2194946289062,0.773128238165694,-5.221598148345947,63.779436111450195,375.15288162231445,207.1036895751953,1.971170724675106,0.0,5.625,45,-0.08333333333333333,0.125,1,0.0
vishnuprayag,uttarakhand,30.5628,79.5714,7090,30.5633,79.58,2006,1997,400.0,28,1154.0,2847,7.0,9.0,V,80,0,BOOT,NO,1100,1800,85,Large,,50,private,High (History/Prone),"JP Associates, BOO. Initial cost Rs1154cr (March 1996 estimate), CEA cleared at Rs1614.66cr, final ~Rs2847cr. MOU 1992, commissioned Oct 2006.",Jaypee env clearance (Alaknanda above Vishnuprayag),10,1058.217232656479,1383.3326737880707,1224.3037120819092,0.16810111847484407,18.461149883270263,43.405639266967775,73.98709869384766,56.12149581909179,0.3123031111201224,-0.04776446024576823,99.74050436019897,133.77006149291992,118.7338526725769,0.1875344185752252,-1.8864263534545898,122.96139848232269,154.09412240982056,146.23384280204772,0.16722393057268414,-0.04860387908087836,7.657800895340486,8.982679699922537,8.528481010918494,0.12771014245886605,0.10095385895360327,34.9,46,41.5,0.226506065031194,1.1111111111111112,10.5,16,16.0,0.4264497748045355,0.4,5.8,9,9.0,0.4925123054167483,0.0,43.3,74,53.29999999999999,0.34005703071985294,-1.0,29.3,44,40.4,0.32308040476556626,2.3333333333333335,183.4600799560547,320.0048885345459,313.77891063690186,0.5908377677229024,5.511712755475726,55.59611854553223,193.89447021484375,173.70638160705565,1.2575921068824145,0.0,3.1,31,0.14285714285714285,0.0,0,0.0
maneri_bhali_I,uttarakhand,30.7411,78.4422,4693,30.8014,78.5014,1984,1973,90.0,39,19.0,79.34,7.0,11.0,V,10,0,IR,NO,8600,1093,127,Large,,100,SG,Low/Unknown,"Stage I, commissioned 1984. Initial ~Rs19cr estimate, final Rs79.34cr per Irrigation Dept. Tunnel had face collapse, water ingress, squeezing documented.",UJVNL / CWE Journal (same dam as maneri bhali I),12,1460.0226360559464,2279.1385164260864,1570.7933729171752,0.2058001243953466,8.74314159325191,62.85838254292806,107.10066223144533,82.73995590209961,0.3019307145559222,-3.5532291412353514,151.77862145503363,251.00884628295898,187.4697811126709,0.2635622967627606,-4.467590026060741,188.48385524749756,313.06289291381836,241.39173698425293,0.2640715485500567,-3.0242629022825334,10.528191750689208,16.515496495841205,11.64775871565292,0.20266252002716023,-0.05264553708007838,51.416666666666664,76,55.8,0.18864113525366064,0.125,19.5,39,23.9,0.37480362306462733,0.38181818181818183,12.583333333333334,26,16.700000000000003,0.4109697081880848,0.045454545454545456,56.75,91,81.6,0.3337276998505493,-0.6428571428571428,43.75,87,63.8,0.4418513925079613,-0.5208333333333333,271.1126073201497,868.4279747009277,345.0678737640381,0.7378101977171461,-9.425911331176756,111.93597094217937,538.0687866210938,224.0269828796387,1.316594687620297,-18.108588218688965,8.0,96,0.0,0.16666666666666666,2,0.0
Luhri Stage 1,himachal,31.3325,77.4214,50000,31.5767,77.3833,2025,2020,210.0,80,1810.0,1810,5.0,5.0,IV,,,EPC,NO,,863,,Large,,,Central,Low/Unknown,"On Satluj river. Approved recently (2020), under construction.","Derived: total Satluj basin catchment is 51,600 sq km (Himdhara ""State of Rivers - Himachal Pradesh"" 2017, citing Govt of HP/HIMURJA data); Luhri Stage-1 is downstream of Nathpa Jhakri (49,820 sq km) and Rampur, so catchment must be close to full basin figure. The previously estimated 30,000 sq km is physically inconsistent (catchment cannot decrease moving downstream) and is corrected here.",5,1097.3647241830827,1349.6332391500473,1259.945622086525,0.12413929369316726,64.24106082320213,47.512942504882815,91.67838287353516,72.72378540039062,0.4884856697991616,8.191791534423825,125.38434104919433,259.8862886428833,196.83286228179932,0.5398472371691362,8.875231266021729,140.6525495529175,277.73654651641846,211.7458209991455,0.4897492802022859,7.056891918182373,7.612447724479184,8.488259365723568,8.378836485102,0.09383677698271121,0.33866921338912537,35.6,38,38.0,0.07238257711643328,1.0,9.2,12,12.0,0.2516486283215267,0.5,5.0,8,7.6,0.565685424949238,1.75,43.6,71,60.2,0.3422276596989814,4.25,40.6,69,60.6,0.4210598156917852,9.25,229.06531867980956,388.8564109802246,339.36840438842773,0.4270716959190481,79.66554689407349,102.40916900634765,275.0125389099121,210.85487442016603,0.9201282653616057,20.83835220336914,3.0,15,0.75,0.0,0,0.0
Maneri Bhali Ii,uttarakhand,30.7325,78.4514,4693,30.7236,78.4425,2008,1976,304.0,81,73.0,1900,6.0,32.0,IV,,,IR,YES,16000,1050,75,Large,,,SG,Low/Unknown,Dharasu project. Work suspended for over a decade due to fund constraints and geological issues.,UJVNL (Bhagirathi above Maneri Bhali II diversion at Uttarkashi),33,1432.6862928469975,2279.1385164260864,1664.902685880661,0.19225363826129857,2.104324125581318,65.86570098183371,165.85406494140625,100.33002014160158,0.4106749059180678,0.06455165461490028,157.16600209293944,351.4263381958008,227.59907903671265,0.3564089378696026,0.6188085291248102,189.75977919318458,392.3001651763916,263.7347059726715,0.3272457566447419,0.3155996865696377,10.470340574041593,16.515496495841205,12.383300511108573,0.17832020529756476,0.025634819089629564,49.21212121212121,76,56.0,0.181663813470134,0.0,19.636363636363637,39,27.8,0.36245397670726404,0.07692307692307693,12.909090909090908,26,19.8,0.434189815792969,0.07846153846153847,55.121212121212125,98,81.4,0.3682595741259113,0.16666666666666666,34.60606060606061,65,57.8,0.4076650035880267,-0.39230769230769236,303.4367694276752,868.4279747009277,566.67779006958,0.6684462942287531,4.996077075149074,98.79275767008464,538.0687866210938,238.07987976074222,1.1969748167182743,0.0,8.363636363636363,276,0.07417582417582418,0.18181818181818182,6,0.0
Giri Bata,himachal pradesh,30.6114,77.4725,2317,30.8467,77.4317,1978,1968,60.0,20,9.0,17,4.0,10.0,IV,,,IR,NO,7000,500,,Large,,,SG,Low/Unknown,First major project by HPSEB. Tunneling faced severe squeezing ground conditions.,HPSEB / HP Power Dept (Giri R above Giri Bata),11,1310.7019269791517,1730.4656975269318,1557.1113957166672,0.21741784698747385,0.8512476444244385,96.1109750921076,178.78672790527344,156.947509765625,0.41566167510869434,7.214878082275398,215.19194463166323,330.2483129501343,301.41431617736816,0.29383457656436185,5.543523856571743,247.20782751657745,380.2146625518799,338.6945581436157,0.29651121733958585,5.538244217634201,14.2903513838633,19.710270831856548,16.74692098984773,0.18214517664831753,0.2779277500801151,39.09090909090909,55,48.0,0.2044925389486568,-0.5,21.181818181818183,30,27.0,0.25369127392500684,-0.8,15.727272727272727,21,19.0,0.2587633443421895,-0.1,67.63636363636364,85,84.0,0.18736385584114648,-0.6666666666666666,15.545454545454545,25,18.0,0.2842129328707103,-0.6,342.44797446511006,705.0751533508301,510.8267021179199,0.614559038563696,29.038915634155273,98.48404901677912,522.2233734130859,156.947509765625,1.4739626871129936,13.98087501525879,11.454545454545455,126,0.2,0.5454545454545454,6,0.14285714285714285
Shongtong Karcham,himachal pradesh,31.5114,78.2725,48755,31.51,78.02,2026,2016,450.0,,2800.0,4500,5.0,10.0,IV,,,EPC,NO,8000,1900,,Large,,,SG,Medium/High (Elevation > 1500m),"Run of river on Satluj. Under construction, faced delays.","Same Sutlej reach as Karcham Wangtoo (immediately upstream); JSW/Tribune-sourced figure of 48,755 sq km used as best available proxy since Shongtong-Karcham is only ~few km upstream",9,1094.364055858718,1272.1033382415771,1210.755344772339,0.08385884787322391,6.1129608526825905,41.92420429653592,64.58000183105469,60.36864318847656,0.31812244885730256,2.780960202217102,103.63741791248322,233.80447006225586,137.43678483963015,0.46642890418299293,0.9168872237205505,120.23500230577257,249.31838655471802,156.92043828964236,0.403200644817617,0.8526314496993948,7.250631402889386,8.000649926047656,7.770031127945167,0.08370045039626033,0.07217018269741163,36.44444444444444,43,41.4,0.11862851498990071,-0.07142857142857142,8.88888888888889,12,10.4,0.20155644370746373,0.14583333333333331,4.222222222222222,7,6.2,0.5210260492953508,0.0,44.44444444444444,79,72.6,0.4241462012089699,-1.0,38.77777777777778,55,47.0,0.22605252634173087,1.4375,239.5145017835829,422.9332904815674,299.00011787414553,0.3466165250507422,5.431714375813803,59.82390679253472,225.90016555786133,127.7750282287598,1.1429154922339761,5.978289922078451,2.111111111111111,19,0.0,0.0,0,0.0
